employee_id,predicted_probability,predicted_enrollment,risk_category,recommended_action
19802,0.98,1,Low Risk,Standard enrollment notification
14171,0.97,1,Low Risk,Standard enrollment notification
11889,0.97,1,Low Risk,Standard enrollment notification
18879,1.0,1,Low Risk,Standard enrollment notification
15806,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
14862,0.89,1,Low Risk,Standard enrollment notification
16121,0.95,1,Low Risk,Standard enrollment notification
18214,1.0,1,Low Risk,Standard enrollment notification
11205,1.0,1,Low Risk,Standard enrollment notification
16525,0.98,1,Low Risk,Standard enrollment notification
12674,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
15626,1.0,1,Low Risk,Standard enrollment notification
17358,0.99,1,Low Risk,Standard enrollment notification
16632,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
13248,0.97,1,Low Risk,Standard enrollment notification
19591,0.85,1,Low Risk,Standard enrollment notification
14391,1.0,1,Low Risk,Standard enrollment notification
16074,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
18529,1.0,1,Low Risk,Standard enrollment notification
10811,1.0,1,Low Risk,Standard enrollment notification
16786,1.0,1,Low Risk,Standard enrollment notification
19953,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11369,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
11521,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19677,1.0,1,Low Risk,Standard enrollment notification
11206,0.97,1,Low Risk,Standard enrollment notification
17239,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
12333,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
14035,0.95,1,Low Risk,Standard enrollment notification
13850,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14227,0.19,0,High Risk,Personalized phone call with HR and benefits explanation
10860,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12034,1.0,1,Low Risk,Standard enrollment notification
11316,0.99,1,Low Risk,Standard enrollment notification
17123,0.98,1,Low Risk,Standard enrollment notification
14720,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17639,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
14785,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
10056,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
11367,1.0,1,Low Risk,Standard enrollment notification
17294,0.94,1,Low Risk,Standard enrollment notification
13925,0.98,1,Low Risk,Standard enrollment notification
17505,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
12507,1.0,1,Low Risk,Standard enrollment notification
17200,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
15876,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17459,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11574,1.0,1,Low Risk,Standard enrollment notification
14889,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
10309,0.85,1,Low Risk,Standard enrollment notification
16508,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
10580,0.81,1,Low Risk,Standard enrollment notification
11706,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
17277,1.0,1,Low Risk,Standard enrollment notification
16652,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
15108,0.2,0,High Risk,Personalized phone call with HR and benefits explanation
18730,1.0,1,Low Risk,Standard enrollment notification
12995,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
17179,0.9,1,Low Risk,Standard enrollment notification
15131,0.19,0,High Risk,Personalized phone call with HR and benefits explanation
15901,1.0,1,Low Risk,Standard enrollment notification
10697,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
16478,0.99,1,Low Risk,Standard enrollment notification
16956,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
16333,0.99,1,Low Risk,Standard enrollment notification
18549,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17064,1.0,1,Low Risk,Standard enrollment notification
15804,1.0,1,Low Risk,Standard enrollment notification
10958,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15915,0.98,1,Low Risk,Standard enrollment notification
17007,1.0,1,Low Risk,Standard enrollment notification
15270,1.0,1,Low Risk,Standard enrollment notification
16072,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
10354,0.96,1,Low Risk,Standard enrollment notification
14828,1.0,1,Low Risk,Standard enrollment notification
14799,0.98,1,Low Risk,Standard enrollment notification
19606,1.0,1,Low Risk,Standard enrollment notification
16759,0.93,1,Low Risk,Standard enrollment notification
18763,0.97,1,Low Risk,Standard enrollment notification
18677,1.0,1,Low Risk,Standard enrollment notification
17282,1.0,1,Low Risk,Standard enrollment notification
13247,0.89,1,Low Risk,Standard enrollment notification
10502,0.96,1,Low Risk,Standard enrollment notification
19326,0.09,0,High Risk,Personalized phone call with HR and benefits explanation
19661,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11008,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17153,0.94,1,Low Risk,Standard enrollment notification
12172,0.4,0,Medium Risk,Reminder email with enrollment benefits
15384,0.91,1,Low Risk,Standard enrollment notification
14465,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
19614,0.97,1,Low Risk,Standard enrollment notification
11319,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14590,1.0,1,Low Risk,Standard enrollment notification
14430,1.0,1,Low Risk,Standard enrollment notification
11476,1.0,1,Low Risk,Standard enrollment notification
16933,0.96,1,Low Risk,Standard enrollment notification
15318,0.99,1,Low Risk,Standard enrollment notification
18039,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
19094,0.89,1,Low Risk,Standard enrollment notification
15832,0.97,1,Low Risk,Standard enrollment notification
14164,0.95,1,Low Risk,Standard enrollment notification
18096,1.0,1,Low Risk,Standard enrollment notification
11614,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15269,0.99,1,Low Risk,Standard enrollment notification
10426,0.98,1,Low Risk,Standard enrollment notification
17747,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18806,0.18,0,High Risk,Personalized phone call with HR and benefits explanation
18392,1.0,1,Low Risk,Standard enrollment notification
18560,0.99,1,Low Risk,Standard enrollment notification
10144,0.99,1,Low Risk,Standard enrollment notification
13821,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
17725,0.22,0,High Risk,Personalized phone call with HR and benefits explanation
14346,1.0,1,Low Risk,Standard enrollment notification
18497,1.0,1,Low Risk,Standard enrollment notification
14789,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17662,0.97,1,Low Risk,Standard enrollment notification
19880,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14682,1.0,1,Low Risk,Standard enrollment notification
15370,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12310,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12113,1.0,1,Low Risk,Standard enrollment notification
10835,0.84,1,Low Risk,Standard enrollment notification
10594,1.0,1,Low Risk,Standard enrollment notification
17733,1.0,1,Low Risk,Standard enrollment notification
15009,0.94,1,Low Risk,Standard enrollment notification
12132,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
10766,0.16,0,High Risk,Personalized phone call with HR and benefits explanation
19223,1.0,1,Low Risk,Standard enrollment notification
10147,0.91,1,Low Risk,Standard enrollment notification
10395,0.97,1,Low Risk,Standard enrollment notification
17702,1.0,1,Low Risk,Standard enrollment notification
13809,0.95,1,Low Risk,Standard enrollment notification
18238,1.0,1,Low Risk,Standard enrollment notification
17722,1.0,1,Low Risk,Standard enrollment notification
13495,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
12185,1.0,1,Low Risk,Standard enrollment notification
13337,1.0,1,Low Risk,Standard enrollment notification
12160,0.98,1,Low Risk,Standard enrollment notification
16733,0.19,0,High Risk,Personalized phone call with HR and benefits explanation
17486,1.0,1,Low Risk,Standard enrollment notification
15713,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13411,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
19001,0.92,1,Low Risk,Standard enrollment notification
13498,1.0,1,Low Risk,Standard enrollment notification
12072,1.0,1,Low Risk,Standard enrollment notification
11368,0.97,1,Low Risk,Standard enrollment notification
12365,0.99,1,Low Risk,Standard enrollment notification
17710,0.9,1,Low Risk,Standard enrollment notification
19844,0.88,1,Low Risk,Standard enrollment notification
13513,0.96,1,Low Risk,Standard enrollment notification
16365,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
13502,0.91,1,Low Risk,Standard enrollment notification
14575,0.98,1,Low Risk,Standard enrollment notification
13142,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16042,0.99,1,Low Risk,Standard enrollment notification
11248,0.98,1,Low Risk,Standard enrollment notification
10075,0.95,1,Low Risk,Standard enrollment notification
15861,0.96,1,Low Risk,Standard enrollment notification
17335,0.14,0,High Risk,Personalized phone call with HR and benefits explanation
12397,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
18306,0.99,1,Low Risk,Standard enrollment notification
10987,0.93,1,Low Risk,Standard enrollment notification
18348,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14844,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15960,1.0,1,Low Risk,Standard enrollment notification
18415,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15599,0.99,1,Low Risk,Standard enrollment notification
15762,0.98,1,Low Risk,Standard enrollment notification
17700,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
14132,1.0,1,Low Risk,Standard enrollment notification
11762,1.0,1,Low Risk,Standard enrollment notification
14264,0.93,1,Low Risk,Standard enrollment notification
14213,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14044,1.0,1,Low Risk,Standard enrollment notification
10531,0.86,1,Low Risk,Standard enrollment notification
19622,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15125,0.98,1,Low Risk,Standard enrollment notification
13955,0.99,1,Low Risk,Standard enrollment notification
17815,0.94,1,Low Risk,Standard enrollment notification
15064,0.95,1,Low Risk,Standard enrollment notification
15721,0.98,1,Low Risk,Standard enrollment notification
10224,1.0,1,Low Risk,Standard enrollment notification
17908,0.99,1,Low Risk,Standard enrollment notification
19732,0.96,1,Low Risk,Standard enrollment notification
11780,0.98,1,Low Risk,Standard enrollment notification
11026,0.96,1,Low Risk,Standard enrollment notification
16569,0.21,0,High Risk,Personalized phone call with HR and benefits explanation
13779,1.0,1,Low Risk,Standard enrollment notification
18274,0.95,1,Low Risk,Standard enrollment notification
18772,0.97,1,Low Risk,Standard enrollment notification
12717,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16207,1.0,1,Low Risk,Standard enrollment notification
18703,0.97,1,Low Risk,Standard enrollment notification
16994,1.0,1,Low Risk,Standard enrollment notification
13483,1.0,1,Low Risk,Standard enrollment notification
14654,1.0,1,Low Risk,Standard enrollment notification
13403,0.31,0,Medium Risk,Reminder email with enrollment benefits
16254,1.0,1,Low Risk,Standard enrollment notification
15726,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
16795,0.95,1,Low Risk,Standard enrollment notification
13870,0.99,1,Low Risk,Standard enrollment notification
15742,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
